采样日期,点位名称,采样经度,采样纬度,pH值,溶解氧,电导率,浑浊度,氨氮,耗氧量
2021/07/18 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.6,6.33,456.0,29.0,0.06,3.36
2021/07/18 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.6,6.34,456.0,29.0,0.06,3.36
2021/07/19 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.6,6.35,455.0,29.0,0.06,3.36
2021/07/19 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.6,6.37,455.0,29.0,0.06,3.37
2021/07/19 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.6,6.38,455.0,30.0,0.06,3.37
2021/07/19 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.6,6.39,454.0,30.0,0.06,3.37
2021/07/20 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.6,6.4,454.0,30.0,0.06,3.38
2021/07/20 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.6,6.41,454.0,30.0,0.06,3.38
2021/07/20 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.7,6.42,453.0,30.0,0.06,3.38
2021/07/20 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.7,6.43,453.0,30.0,0.06,3.38
2021/07/21 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.7,6.45,453.0,30.0,0.06,3.39
2021/07/21 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.7,6.46,453.0,30.0,0.06,3.39
2021/07/21 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.7,6.47,452.0,30.0,0.06,3.39
2021/07/21 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.7,6.48,452.0,30.0,0.06,3.39
2021/07/22 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.7,6.49,452.0,30.0,0.06,3.39
2021/07/22 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.7,6.5,451.0,30.0,0.06,3.39
2021/07/22 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.7,6.51,451.0,30.0,0.06,3.4
2021/07/22 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.7,6.52,451.0,29.0,0.07,3.4
2021/07/23 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.7,6.53,450.0,29.0,0.07,3.4
2021/07/23 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.7,6.54,450.0,29.0,0.07,3.4
2021/07/23 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.7,6.55,450.0,29.0,0.07,3.4
2021/07/23 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.7,6.56,449.0,29.0,0.07,3.39
2021/07/24 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.7,6.57,449.0,29.0,0.07,3.39
2021/07/24 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.7,6.58,449.0,29.0,0.07,3.39
2021/07/24 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.7,6.58,449.0,29.0,0.07,3.39
2021/07/24 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.7,6.59,448.0,29.0,0.07,3.39
2021/07/25 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.6,6.6,448.0,29.0,0.07,3.39
2021/07/25 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.6,6.61,448.0,29.0,0.07,3.39
2021/07/25 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.6,6.62,447.0,29.0,0.07,3.39
2021/07/25 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.6,6.62,447.0,29.0,0.07,3.38
2021/07/26 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.6,6.63,447.0,29.0,0.07,3.38
2021/07/26 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.6,6.63,446.0,29.0,0.07,3.38
2021/07/26 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.6,6.64,446.0,29.0,0.07,3.38
2021/07/26 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.6,6.65,446.0,29.0,0.07,3.37
2021/07/27 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.6,6.65,446.0,29.0,0.07,3.37
2021/07/27 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.6,6.66,445.0,29.0,0.07,3.37
2021/07/27 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.6,6.66,445.0,29.0,0.07,3.37
2021/07/27 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.6,6.66,445.0,29.0,0.06,3.36
2021/07/28 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.6,6.67,445.0,29.0,0.06,3.36
2021/07/28 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.6,6.67,444.0,29.0,0.06,3.36
2021/07/28 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.6,6.67,444.0,29.0,0.06,3.35
2021/07/28 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.6,6.68,444.0,29.0,0.06,3.35
2021/07/29 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.6,6.68,443.0,29.0,0.06,3.35
2021/07/29 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.6,6.68,443.0,29.0,0.06,3.34
2021/07/29 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.5,6.68,443.0,29.0,0.06,3.34
2021/07/29 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.5,6.68,443.0,29.0,0.06,3.34
2021/07/30 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.5,6.68,443.0,29.0,0.06,3.33
2021/07/30 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.5,6.68,442.0,29.0,0.06,3.33
2021/07/30 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.5,6.68,442.0,29.0,0.06,3.33
2021/07/30 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.5,6.68,442.0,29.0,0.06,3.32
2021/07/31 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.5,6.67,442.0,28.0,0.06,3.32
2021/07/31 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.5,6.67,441.0,28.0,0.06,3.32
2021/07/31 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.5,6.67,441.0,28.0,0.06,3.31
2021/07/31 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.5,6.66,441.0,28.0,0.06,3.31
2021/08/01 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.5,6.66,441.0,28.0,0.06,3.31
2021/08/01 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.5,6.65,441.0,28.0,0.06,3.3
2021/08/01 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.5,6.65,440.0,28.0,0.06,3.3
2021/08/01 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.5,6.64,440.0,28.0,0.06,3.3
2021/08/02 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.5,6.64,440.0,28.0,0.06,3.3
2021/08/02 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.5,6.63,440.0,28.0,0.07,3.29
2021/08/02 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.5,6.62,440.0,28.0,0.07,3.29
2021/08/02 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.5,6.61,440.0,28.0,0.07,3.29
2021/08/03 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.4,6.6,440.0,28.0,0.07,3.28
2021/08/03 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.4,6.59,439.0,28.0,0.07,3.28
2021/08/03 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.4,6.58,439.0,28.0,0.07,3.28
2021/08/03 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.4,6.57,439.0,28.0,0.07,3.28
2021/08/04 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.4,6.56,439.0,28.0,0.07,3.27
2021/08/04 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.4,6.55,439.0,28.0,0.07,3.27
2021/08/04 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.4,6.54,439.0,28.0,0.07,3.27
2021/08/04 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.4,6.52,439.0,28.0,0.07,3.27
2021/08/05 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.4,6.51,439.0,28.0,0.07,3.27
2021/08/05 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.4,6.5,439.0,28.0,0.07,3.26
2021/08/05 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.4,6.48,439.0,28.0,0.07,3.26
2021/08/05 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.4,6.47,438.0,28.0,0.07,3.26
2021/08/06 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.4,6.46,438.0,28.0,0.07,3.26
2021/08/06 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.4,6.44,438.0,28.0,0.07,3.26
2021/08/06 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.4,6.43,438.0,28.0,0.07,3.26
2021/08/06 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.4,6.41,438.0,28.0,0.07,3.25
2021/08/07 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.4,6.4,438.0,28.0,0.07,3.25
2021/08/07 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.4,6.39,438.0,28.0,0.07,3.25
2021/08/07 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.4,6.37,438.0,28.0,0.07,3.25
2021/08/07 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.4,6.36,438.0,28.0,0.07,3.25
2021/08/08 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.4,6.34,438.0,28.0,0.07,3.25
2021/08/08 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.4,6.33,437.0,28.0,0.07,3.25
2021/08/08 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.4,6.31,437.0,28.0,0.07,3.25
2021/08/08 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.4,6.3,437.0,28.0,0.07,3.25
2021/08/09 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.4,6.28,437.0,28.0,0.07,3.25
2021/08/09 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.4,6.27,437.0,28.0,0.07,3.25
2021/08/09 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.4,6.25,437.0,28.0,0.07,3.25
2021/08/09 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.4,6.24,437.0,28.0,0.07,3.25
2021/08/10 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.4,6.23,437.0,28.0,0.07,3.25
2021/08/10 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.4,6.21,436.0,28.0,0.07,3.25
2021/08/10 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.4,6.2,436.0,28.0,0.07,3.25
2021/08/10 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.4,6.19,436.0,28.0,0.07,3.25
2021/08/11 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.4,6.17,436.0,28.0,0.08,3.25
2021/08/11 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.4,6.16,436.0,28.0,0.08,3.25
2021/08/11 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.4,6.15,436.0,29.0,0.08,3.25
2021/08/11 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.4,6.14,435.0,29.0,0.08,3.25
2021/08/12 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.4,6.13,435.0,29.0,0.08,3.25
2021/08/12 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.4,6.12,435.0,29.0,0.08,3.25
2021/08/12 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.4,6.11,435.0,29.0,0.08,3.25
2021/08/12 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.3,6.1,435.0,29.0,0.08,3.25
2021/08/13 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.3,6.09,434.0,29.0,0.08,3.25
2021/08/13 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.3,6.08,434.0,29.0,0.08,3.26
2021/08/13 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.3,6.07,434.0,30.0,0.08,3.26
2021/08/13 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.3,6.06,434.0,30.0,0.08,3.26
2021/08/14 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.3,6.06,433.0,30.0,0.08,3.26
2021/08/14 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.3,6.05,433.0,30.0,0.08,3.26
2021/08/14 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.3,6.04,433.0,30.0,0.08,3.26
2021/08/14 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.3,6.04,432.0,30.0,0.08,3.27
2021/08/15 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.3,6.03,432.0,30.0,0.08,3.27
2021/08/15 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.3,6.03,432.0,31.0,0.08,3.27
2021/08/15 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.3,6.02,431.0,31.0,0.08,3.28
2021/08/15 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.3,6.02,431.0,31.0,0.08,3.28
2021/08/16 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.3,6.01,431.0,31.0,0.08,3.28
2021/08/16 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.3,6.01,430.0,31.0,0.08,3.29
2021/08/16 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.3,6.0,430.0,31.0,0.08,3.29
2021/08/16 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.3,6.0,430.0,32.0,0.08,3.29
2021/08/17 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.3,6.0,429.0,32.0,0.08,3.3
2021/08/17 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.3,6.0,429.0,32.0,0.08,3.3
2021/08/17 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.3,6.0,428.0,32.0,0.08,3.31
2021/08/17 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.3,5.99,428.0,32.0,0.08,3.31
2021/08/18 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,5.99,427.0,33.0,0.08,3.32
2021/08/18 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,5.99,427.0,33.0,0.08,3.32
2021/08/18 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,5.99,427.0,33.0,0.08,3.33
2021/08/18 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,5.99,426.0,33.0,0.08,3.34
2021/08/19 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,5.99,426.0,33.0,0.08,3.34
2021/08/19 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,5.99,425.0,33.0,0.08,3.35
2021/08/19 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,5.99,425.0,33.0,0.08,3.36
2021/08/19 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,5.99,424.0,34.0,0.08,3.37
2021/08/20 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,5.99,424.0,34.0,0.08,3.38
2021/08/20 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,6.0,423.0,34.0,0.08,3.39
2021/08/20 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,6.0,423.0,34.0,0.08,3.39
2021/08/20 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,6.0,422.0,34.0,0.08,3.4
2021/08/21 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,6.0,422.0,34.0,0.08,3.41
2021/08/21 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,6.0,421.0,34.0,0.08,3.43
2021/08/21 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,6.01,421.0,34.0,0.08,3.44
2021/08/21 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,6.01,420.0,35.0,0.08,3.45
2021/08/22 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,6.01,420.0,35.0,0.08,3.46
2021/08/22 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,6.02,419.0,35.0,0.08,3.47
2021/08/22 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,6.02,418.0,35.0,0.08,3.49
2021/08/22 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,6.02,418.0,35.0,0.08,3.5
2021/08/23 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,6.03,417.0,35.0,0.08,3.51
2021/08/23 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,6.03,417.0,35.0,0.08,3.53
2021/08/23 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,6.03,416.0,35.0,0.08,3.54
2021/08/23 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,6.04,416.0,35.0,0.08,3.56
2021/08/24 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,6.04,415.0,35.0,0.08,3.57
2021/08/24 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,6.05,414.0,35.0,0.08,3.59
2021/08/24 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,6.05,414.0,35.0,0.08,3.61
2021/08/24 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,6.06,413.0,35.0,0.08,3.63
2021/08/25 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,6.06,413.0,35.0,0.08,3.64
2021/08/25 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,6.07,412.0,35.0,0.08,3.66
2021/08/25 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,6.07,411.0,35.0,0.08,3.68
2021/08/25 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,6.08,411.0,35.0,0.08,3.7
2021/08/26 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,6.08,410.0,35.0,0.08,3.72
2021/08/26 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,6.09,410.0,34.0,0.08,3.74
2021/08/26 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,6.09,409.0,34.0,0.08,3.76
2021/08/26 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,6.1,408.0,34.0,0.08,3.79
2021/08/27 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,6.1,408.0,34.0,0.08,3.81
2021/08/27 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,6.11,407.0,34.0,0.08,3.83
2021/08/27 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,6.11,406.0,34.0,0.08,3.85
2021/08/27 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,6.12,406.0,34.0,0.08,3.88
2021/08/28 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,6.13,405.0,34.0,0.08,3.9
2021/08/28 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,6.13,405.0,34.0,0.08,3.92
2021/08/28 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,6.14,404.0,33.0,0.08,3.95
2021/08/28 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,6.14,403.0,33.0,0.08,3.98
2021/08/29 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,6.15,403.0,33.0,0.08,4.0
2021/08/29 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,6.15,402.0,33.0,0.08,4.03
2021/08/29 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,6.16,401.0,33.0,0.08,4.05
2021/08/29 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,6.17,401.0,33.0,0.08,4.08
2021/08/30 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,6.17,400.0,32.0,0.08,4.11
2021/08/30 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,6.18,400.0,32.0,0.08,4.14
2021/08/30 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,6.18,399.0,32.0,0.08,4.17
2021/08/30 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,6.19,398.0,32.0,0.08,4.2
2021/08/31 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,6.19,398.0,32.0,0.08,4.23
2021/08/31 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,6.2,397.0,32.0,0.08,4.26
2021/08/31 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,6.2,397.0,31.0,0.08,4.29
2021/08/31 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,6.21,396.0,31.0,0.08,4.32
2021/09/01 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,6.21,396.0,31.0,0.08,4.35
2021/09/01 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.2,6.22,395.0,31.0,0.08,4.38
2021/09/01 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.3,6.22,394.0,31.0,0.08,4.41
2021/09/01 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.3,6.23,394.0,30.0,0.08,4.45
2021/09/02 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.3,6.23,393.0,30.0,0.08,4.48
2021/09/02 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.3,6.24,393.0,30.0,0.08,4.51
2021/09/02 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.3,6.24,392.0,30.0,0.08,4.55
2021/09/02 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.3,6.25,392.0,29.0,0.08,4.58
2021/09/03 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.3,6.25,391.0,29.0,0.08,4.62
2021/09/03 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.3,6.26,391.0,29.0,0.08,4.65
2021/09/03 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.3,6.26,390.0,29.0,0.08,4.69
2021/09/03 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.3,6.26,390.0,29.0,0.08,4.72
2021/09/04 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.3,6.27,389.0,28.0,0.08,4.76
2021/09/04 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.3,6.27,389.0,28.0,0.07,4.79
2021/09/04 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.4,6.28,388.0,28.0,0.07,4.83
2021/09/04 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.4,6.28,388.0,28.0,0.07,4.87
2021/09/05 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.4,6.28,387.0,27.0,0.07,4.9
2021/09/05 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.4,6.29,387.0,27.0,0.07,4.94
2021/09/05 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.4,6.29,386.0,27.0,0.07,4.97
2021/09/05 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.4,6.29,386.0,27.0,0.07,5.01
2021/09/06 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.4,6.3,385.0,27.0,0.07,5.04
2021/09/06 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.4,6.3,385.0,26.0,0.07,5.08
2021/09/06 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.4,6.3,385.0,26.0,0.07,5.11
2021/09/06 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.5,6.31,384.0,26.0,0.07,5.15
2021/09/07 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.5,6.31,384.0,26.0,0.07,5.18
2021/09/07 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.5,6.31,384.0,26.0,0.07,5.22
2021/09/07 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.5,6.31,383.0,25.0,0.07,5.25
2021/09/07 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.5,6.32,383.0,25.0,0.07,5.28
2021/09/08 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.5,6.32,383.0,25.0,0.07,5.31
2021/09/08 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.5,6.32,382.0,25.0,0.07,5.34
2021/09/08 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.5,6.33,382.0,25.0,0.07,5.37
2021/09/08 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.5,6.33,382.0,24.0,0.07,5.4
2021/09/09 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.6,6.33,381.0,24.0,0.07,5.43
2021/09/09 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.6,6.33,381.0,24.0,0.07,5.46
2021/09/09 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.6,6.34,381.0,24.0,0.07,5.48
2021/09/09 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.6,6.34,381.0,24.0,0.07,5.51
2021/09/10 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.6,6.34,381.0,24.0,0.07,5.53
2021/09/10 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.6,6.34,380.0,23.0,0.07,5.56
2021/09/10 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.6,6.35,380.0,23.0,0.07,5.58
2021/09/10 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.6,6.35,380.0,23.0,0.07,5.6
2021/09/11 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.6,6.35,380.0,23.0,0.07,5.62
2021/09/11 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.6,6.35,380.0,23.0,0.07,5.63
2021/09/11 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.7,6.36,380.0,23.0,0.07,5.65
2021/09/11 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.7,6.36,379.0,23.0,0.07,5.67
2021/09/12 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.7,6.36,379.0,22.0,0.07,5.68
2021/09/12 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.7,6.36,379.0,22.0,0.07,5.69
2021/09/12 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.7,6.37,379.0,22.0,0.07,5.7
2021/09/12 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.7,6.37,379.0,22.0,0.07,5.71
2021/09/13 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.7,6.37,379.0,22.0,0.06,5.72
2021/09/13 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.7,6.38,379.0,22.0,0.06,5.72
2021/09/13 12:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.7,6.38,379.0,22.0,0.06,5.73
2021/09/13 18:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.7,6.38,379.0,22.0,0.06,5.73
2021/09/14 00:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.7,6.39,379.0,22.0,0.06,5.73
2021/09/14 06:00:00,白洋湾金墅水源地3,120.3838,31.3787,8.7,6.39,379.0,22.0,0.06,5.73
